9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,70,15,15,15,15,15,70,15,15,15,15,15,70,15,15,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,4
15,15,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,4,22,22,22,22,22,22,50,22,22,22,22,4
15,15,4,22,22,22,22,50,22,22,22,22,22,4,15,15,15,15,15,15,70,15,15,15,70,15,15,15,15,15,15,15,15,15,15,4,23,38,24,34,28,37,23,36,44,30,23,4
15,15,4,39,41,38,45,32,42,32,38,37,42,4,15,15,15,15,15,38,41,24,26,35,28,15,15,15,15,15,15,15,15,15,15,4,22,22,22,22,22,22,22,22,54,22,22,4
70,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15,15,70,8,8,21,21,21,8,8,70,15,15,15,15,15,15,15,15,4,22,22,22,54,22,22,22,22,22,22,22,4
15,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15,15,8,8,21,21,21,21,21,8,8,15,15,15,15,15,15,15,15,4,22,22,22,22,22,22,22,22,22,22,22,4
15,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15,70,8,21,21,21,55,21,21,21,8,70,15,15,15,15,15,15,15,4,22,22,22,22,22,22,22,22,22,22,22,4
15,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15,15,8,59,21,21,21,21,21,8,8,15,15,15,15,15,15,15,15,4,4,4,4,4,4,4,22,4,4,4,4,4
15,15,4,4,4,4,4,22,4,4,4,4,4,4,15,15,15,15,70,8,8,21,21,21,8,8,70,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,8,8,8,8,8,8,8,15,15,15,15,15,9,15,15,15,15,15,15,9,15,15,15,7,15,15,15,15,15
70,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,70,15,9,15,70,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,70
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15,58,15,15,15,15,15,15,15,15,15,7,15,15,15,9,15
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,7,15,15,15,15,15
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,70,8,8,8,8,8,8,8,70,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15
70,9,9,9,9,79,9,7,9,9,9,9,9,9,9,9,9,9,8,8,55,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,78,9,7,9,9,9,9,70
7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,38,24,34,8,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
70,9,9,9,9,9,9,9,9,9,77,9,7,9,9,9,9,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,74,9,7,9,9,9,9,9,9,9,9,70
15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,70,8,8,8,8,8,8,8,70,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15
15,15,15,15,9,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,76,15,7,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,9,15,15
15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,9,15,15,4,4,4,4,4,22,4,4,4,4,4,4,15,15,15
15,15,15,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15
70,15,15,9,15,15,15,7,7,7,7,7,7,15,15,15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,15,4,82,22,22,22,22,22,22,22,22,22,4,15,15,70
15,15,15,15,15,15,15,7,15,15,15,15,15,15,15,15,15,70,15,15,15,15,7,15,15,15,15,70,15,15,15,15,15,4,22,22,22,22,22,22,22,22,22,22,4,15,15,15
15,15,15,4,4,4,4,22,4,4,4,4,4,15,15,15,15,8,8,8,8,8,7,8,8,8,8,70,15,15,15,15,15,4,23,23,25,38,46,48,28,41,23,23,4,15,15,15
15,15,15,4,22,22,22,22,22,22,22,22,4,15,15,15,15,8,9,9,9,9,7,9,9,9,9,8,15,15,15,15,15,4,22,22,22,22,50,22,22,22,22,22,4,15,15,15
15,15,15,4,22,22,22,22,22,22,22,22,4,15,15,15,15,8,9,9,9,9,7,9,9,9,9,8,15,15,15,15,15,4,4,4,4,4,4,4,4,4,4,4,4,15,15,15
15,15,15,4,22,22,22,22,22,22,22,22,4,15,15,15,15,8,7,7,7,7,7,7,7,7,7,8,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
70,15,15,4,23,31,28,24,35,28,41,23,4,15,15,15,15,8,9,9,9,9,7,9,9,9,9,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,70
15,15,15,4,22,22,22,82,22,22,22,22,4,15,15,15,15,8,9,9,9,9,7,9,9,9,9,8,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15
15,15,15,4,4,4,4,4,4,4,4,4,4,15,15,15,15,8,7,7,7,7,7,7,7,7,7,8,15,15,15,15,15,15,15,15,15,9,15,15,15,15,15,15,8,8,8,15
15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,70,31,28,41,25,24,35,32,42,43,70,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,8,55,8,15
15,9,15,15,15,15,15,15,15,15,15,15,15,15,15,15,15,70,7,7,7,7,53,7,7,7,7,70,15,15,15,15,9,15,15,15,15,15,15,15,15,15,15,15,8,8,8,15
